nr,x1_izolat_g,x2_pasta_g,x3_syrop_g,x4_quinoa_g,koszt_PLN,bialko_g,tluszcz_g,spelnia_ograniczenia
4809,20.5733,30.0079,34.2909,15.128,719.2978,28.1359,15.9116,1
4810,31.8594,29.4775,27.1992,11.4639,881.3841,37.6478,15.4266,1
4811,12.8157,35.3041,32.537,19.3432,630.2375,23.0682,18.8127,0
4812,37.3265,37.0729,15.284,10.3166,989.2657,44.3064,19.1555,1
4813,22.7479,31.2835,24.9047,21.0638,775.2767,31.243,16.9056,1
4814,22.0656,37.4534,16.8322,23.6488,794.0503,32.5332,20.1456,0
4815,32.0816,30.7899,25.2664,11.8621,890.6163,38.2316,16.1067,1
4816,31.8412,22.3048,26.4009,19.453,879.9652,36.9567,12.3196,1
4817,22.3772,30.157,23.5839,23.8819,774.0422,31.0222,16.5114,1
4818,35.6669,24.5562,18.2961,21.4808,953.2265,41.2466,13.567,1
4819,24.4546,27.754,28.4605,19.3308,784.1783,31.654,15.0369,1
4820,35.9618,17.69,22.0647,24.2835,942.1735,40.1878,10.302,1
4821,26.1675,21.2633,31.0443,21.5249,794.5922,31.88,11.9232,1
4822,12.9563,32.6023,34.6508,19.7906,624.3032,22.582,17.4886,0
4823,28.8602,33.604,18.193,19.3428,872.9754,37.0832,17.9626,1
4824,13.6469,28.9615,34.7471,22.6445,630.8261,22.6928,15.8394,0
4825,34.2964,16.3776,27.5711,21.7549,904.1806,38.0069,9.4941,1
4826,25.5422,33.6002,33.0434,7.8142,786.9472,32.482,17.269,1
4827,38.1378,23.5241,18.0105,20.3275,984.4527,43.0509,12.9817,1
4828,29.2077,16.9899,30.4602,23.3422,832.2111,33.8023,9.8955,1
4829,32.2393,33.3844,23.992,10.3843,897.7078,38.8153,17.3152,1
4830,20.0987,36.0816,21.6117,22.208,754.4388,30.2183,19.3733,1
4831,15.6276,35.5512,25.7639,23.0573,685.8283,26.1806,19.159,1
4832,31.8554,32.458,26.3068,9.3798,885.5006,38.0975,16.7918,1
4833,29.3338,28.9731,22.2279,19.4652,864.4756,36.3688,15.6545,1
4834,35.0509,34.9752,15.8384,14.1356,958.1086,42.2686,18.3357,1
4835,39.9487,22.4385,19.3546,18.2582,1002.5144,44.1196,12.3147,1
4836,39.3395,26.421,25.0325,9.207,979.8565,43.2998,13.7629,1
4837,31.141,33.1728,30.1281,5.5581,865.4647,37.0982,16.9199,1
4838,38.5554,33.7139,20.7813,6.9494,986.4555,44.1012,17.2739,1
4839,33.296,35.6886,19.049,11.9663,926.8972,40.5638,18.5623,1
4840,22.4487,37.9545,26.5859,13.0109,769.8281,31.514,19.7579,1
4841,31.5646,34.3289,15.3676,18.7389,915.619,39.6138,18.2888,1
4842,15.2948,39.7932,22.3961,22.5158,693.8935,26.8659,21.2476,0
4843,23.7578,32.197,33.1696,10.8756,763.5626,30.9539,16.751,1
4844,18.6445,32.1901,31.7831,17.3823,703.8017,27.2611,17.138,1
4845,38.3931,22.5073,27.4238,11.6759,958.896,41.8152,11.9542,1
4846,15.3526,32.1573,27.7895,24.7005,674.6182,25.3148,17.5607,1
4847,35.4417,25.585,27.969,11.0043,921.9066,39.8344,13.4528,1
4848,27.0724,18.4238,33.4488,21.0551,797.2701,31.9188,10.4752,1
4849,11.5875,32.5771,33.2751,22.5603,611.3068,21.7315,17.6422,0
4850,20.8984,33.0131,30.8312,15.2573,735.2428,29.1979,17.422,1
4851,13.9822,37.9346,29.3486,18.7346,655.6992,24.6905,20.0914,0
4852,29.7868,27.6504,24.9039,17.6589,861.4484,36.193,14.8847,1
4853,12.3893,36.4035,26.8413,24.3659,642.5448,23.6625,19.6637,0
4854,24.0505,32.1899,31.5433,12.2163,772.0959,31.4032,16.8279,1
4855,37.7885,16.6208,31.9557,13.635,934.7994,40.0737,9.1285,1
4856,37.6283,17.8169,20.33,24.2247,968.2725,41.7112,10.3619,1
4857,13.1614,35.8296,33.2715,17.7375,632.6174,23.2859,18.9791,0
4858,12.599,30.9882,34.9238,21.489,618.2095,22.0946,16.7834,0
4859,26.1678,30.9666,22.4414,20.4242,825.2562,34.152,16.7087,1
4860,29.2384,24.5421,25.8417,20.3777,850.2258,35.303,13.4937,1
4861,26.9382,32.0545,34.9011,6.1062,798.0512,33.1129,16.3936,1
4862,33.0904,21.4746,24.4749,20.9601,900.9429,38.0844,11.9949,1
4863,33.3361,25.0971,19.758,21.8088,919.9758,39.33,13.8571,1
4864,16.6367,30.5051,33.5835,19.2747,672.4611,25.2978,16.409,1
4865,27.3513,30.6232,31.3588,10.6667,813.1269,33.7653,15.9516,1
4866,26.2446,31.5352,33.3987,8.8216,793.6285,32.7389,16.2969,1
4867,22.8285,33.1147,25.1276,18.9292,776.5306,31.4744,17.6931,1
4868,31.9592,23.2308,23.355,21.455,891.0405,37.5747,12.9027,1
4869,32.81,24.2281,30.9751,11.9868,879.3132,37.2641,12.8333,1
4870,32.0377,18.9773,27.8877,21.0973,876.2971,36.5319,10.7545,1
4871,35.8422,23.3779,30.0255,10.7544,919.6395,39.608,12.3342,1
4872,14.11,36.2609,33.0488,16.5803,645.3588,24.0855,19.1253,0
4873,19.9592,33.9328,27.9345,18.1736,732.6524,28.9907,18.0568,1
4874,32.2554,33.0147,18.1165,16.6135,915.3499,39.6094,17.5041,1
4875,31.9554,26.34,30.6966,11.0079,870.523,36.886,13.8305,1
4876,22.6766,31.1381,25.4253,20.76,772.7504,31.0998,16.8147,1
4877,37.2932,26.4528,25.6026,10.6513,952.5833,41.6683,13.8655,1
4878,30.1121,26.4782,19.3005,24.1092,881.7392,37.0957,14.6856,1
4879,33.5399,28.8295,18.7193,18.9113,927.5062,40.0409,15.5494,1
4880,26.4789,30.4746,22.8163,20.2302,827.7742,34.2819,16.4511,1
4881,26.6178,19.6501,32.1613,21.5709,796.0635,31.8884,11.1193,1
4882,17.9058,35.0586,34.2572,12.7784,688.5798,26.6688,18.296,1
4883,34.872,37.8018,21.8549,5.4713,939.2366,41.6013,19.2292,1
4884,26.3918,33.5862,32.372,7.65,799.5753,33.2202,17.2521,1
4885,21.3695,30.911,29.7589,17.9606,743.2973,29.4748,16.5331,1
4886,28.9384,18.233,34.4917,18.3369,817.372,33.17,10.2167,1
4887,21.6655,37.3243,24.0915,16.9187,767.207,31.1987,19.6773,1
4888,38.3485,17.6316,30.6764,13.3435,946.1432,40.7897,9.6164,1
4889,19.1724,38.2999,34.8161,7.7116,704.3565,27.9098,19.6126,1
4890,35.0235,20.46,27.2574,17.259,916.2522,39.0525,11.2656,1
4891,10.2048,39.9492,32.5798,17.2661,599.7957,21.5889,21.0106,0
4892,36.4467,19.1898,28.3171,16.0464,930.2269,39.8459,10.5577,1
4893,38.3372,20.2035,20.5735,20.8858,977.5965,42.4784,11.3549,1
4894,24.4575,32.0916,29.2117,14.2392,784.1293,32.0281,16.9002,1
4895,15.853,36.5611,32.727,14.859,668.2617,25.4882,19.1721,1
4896,25.2204,28.4338,25.637,20.7088,802.5603,32.706,15.4594,1
4897,32.7721,34.145,18.8392,14.2437,920.2055,40.0252,17.9271,1
4898,26.505,36.0815,18.7654,18.6481,843.057,35.4856,19.1596,1
4899,15.1901,32.2877,34.9381,17.584,651.2054,24.2048,17.1989,0
4900,26.6261,39.3771,18.7699,15.2269,846.2046,35.9395,20.6022,0
4901,23.7609,18.5031,34.3069,23.429,753.3427,29.2907,10.6573,1
4902,39.6678,17.9184,28.1818,14.232,970.2617,42.1731,9.8131,1
4903,32.2084,35.1003,21.0337,11.6575,907.0546,39.3947,18.2496,1
4904,11.5184,34.8458,32.1982,21.4376,614.8084,22.0793,18.7092,0
4905,38.4873,27.7288,18.2849,15.4989,990.1008,43.7406,14.7944,1
4906,29.2335,31.8393,26.7371,12.1901,851.127,35.9766,16.6511,1
4907,22.5136,35.2502,27.7466,14.4896,765.8052,31.1033,18.4945,1
4908,20.2212,33.4402,21.8876,24.4511,753.8223,29.9823,18.1872,1
4909,14.7266,35.1754,34.5325,15.5655,648.0726,24.227,18.5216,0
4910,29.5126,27.7928,32.7232,9.9714,834.6346,34.9056,14.4947,1
4911,28.8521,38.3119,16.3547,16.4813,880.7436,37.8523,20.1448,0
4912,33.1795,26.4506,22.3415,18.0283,910.9449,38.9982,14.307,1
4913,38.3189,22.2291,34.2738,5.1783,937.2793,40.7692,11.4252,1
4914,26.5353,37.4557,28.5521,7.4569,814.7626,34.2897,19.1753,1
4915,39.2629,35.3423,17.2517,8.1431,1006.7027,45.3122,18.1598,1
4916,36.9879,22.7838,19.2258,21.0025,966.063,41.9254,12.6521,1
4917,30.894,17.5371,29.702,21.8669,855.8374,35.2502,10.0806,1
4918,28.9364,16.5513,34.2362,20.2761,817.2717,33.0192,9.4922,1
4919,14.3741,39.0297,22.2778,24.3183,682.3581,26.0987,20.974,0
4920,38.015,30.6489,19.399,11.9372,982.3146,43.5469,16.0407,1
4921,24.957,30.0938,24.6378,20.3113,803.0958,32.8283,16.2656,1
4922,32.2168,29.1556,19.5736,19.054,908.5665,38.9516,15.721,1
4923,29.9959,23.1416,29.2043,17.6581,848.9069,35.2539,12.6303,1
4924,18.5636,39.7368,21.1379,20.5617,738.5002,29.5201,21.1021,0
4925,35.3701,27.3945,31.1665,6.0689,912.3239,39.5314,14.0614,1
4926,39.139,26.3569,26.873,7.6311,971.7969,42.8827,13.6363,1
4927,20.7992,31.9144,24.8137,22.4728,751.506,29.844,17.3055,1
4928,23.4219,37.4716,32.7303,6.3762,763.3185,31.3403,19.1184,1
4929,36.8407,16.1695,30.1165,16.8734,928.2441,39.5613,9.0971,1
4930,20.635,37.1589,27.491,14.7151,744.044,29.9213,19.4624,1
4931,11.799,36.4954,29.6707,22.0348,626.7231,22.8278,19.5698,0
4932,27.6079,31.8736,31.2707,9.2478,817.2237,34.1102,16.4917,1
4933,22.4535,33.4319,32.2263,11.8883,750.7054,30.2305,17.4292,1
4934,32.8737,37.05,17.4525,12.6238,927.0883,40.6161,19.2824,1
4935,29.4633,31.037,25.2539,14.2457,858.0485,36.2707,16.3732,1
4936,23.5773,34.5856,33.9796,7.8576,760.0696,30.966,17.7642,1
4937,37.6831,28.3999,25.8491,8.068,957.6911,42.1443,14.684,1
4938,39.2048,15.0567,27.1191,18.6193,966.2305,41.6552,8.6455,1
4939,39.582,23.715,30.5339,6.1692,965.0304,42.4162,12.2276,1
4940,30.5603,26.5944,33.3868,9.4585,845.1413,35.4771,13.8647,1
4941,30.4957,32.8843,27.4991,9.1208,865.1412,36.9441,16.9894,1
4942,12.9278,36.5856,32.7089,17.7777,631.7633,23.2703,19.3594,0
4943,26.3862,27.0809,33.6754,12.8575,792.3422,32.3179,14.3119,1
4944,30.7482,24.2876,20.9875,23.9766,883.5343,37.1021,13.5824,1
4945,35.9831,17.5806,25.9389,20.4973,930.7623,39.6496,10.0202,1
4946,36.6154,20.8311,33.0251,9.5283,919.0331,39.4956,10.9873,1
4947,26.8436,27.3209,27.6741,18.1614,816.1836,33.5321,14.7501,1
4948,27.0135,34.9085,21.5699,16.508,840.4139,35.3504,18.4447,1
4949,20.1445,34.7295,20.7125,24.4135,757.0329,30.2303,18.8296,1
4950,29.8043,24.7821,32.5948,12.8188,837.16,34.814,13.1602,1
4951,35.7879,22.45,28.467,13.295,923.1729,39.6829,12.0227,1
4952,35.489,35.6816,20.0889,8.7405,951.1867,42.0842,18.3652,1
4953,20.174,35.1184,22.6738,22.0339,751.7123,30.0209,18.8812,1
4954,36.9814,26.5939,25.0058,11.4189,950.5474,41.5304,13.9821,1
4955,11.6967,33.8625,31.495,22.9457,618.6551,22.2051,18.308,0
4956,22.9221,34.4629,27.8037,14.8113,770.3461,31.3192,18.1201,1
4957,38.2271,29.0154,21.797,10.9604,976.9553,43.1927,15.1653,1
4958,28.6959,37.7862,24.6225,8.8954,853.7239,36.5182,19.4268,1
4959,32.681,26.8182,16.7996,23.7012,921.5222,39.4356,14.8312,1
4960,15.7445,37.4862,25.4441,21.3252,689.2176,26.5272,20.0226,0
4961,26.9497,33.3277,31.8882,7.8343,807.8706,33.6835,17.1339,1
4962,32.6433,25.3003,32.6407,9.4157,872.7693,37.0222,13.2151,1
4963,35.1941,16.2073,24.4417,24.1568,924.7047,39.1085,9.5531,1
4964,32.6093,32.6438,20.0385,14.7085,913.8227,39.5685,17.2044,1
4965,36.9702,29.4792,21.7219,11.8287,961.7013,42.299,15.4493,1
4966,33.1403,24.5386,34.2859,8.0352,873.665,37.0858,12.7514,1
4967,33.0254,26.6488,28.534,11.7918,890.5395,38.0359,14.0319,1
4968,19.52,30.3128,28.2846,21.8826,724.3031,28.2098,16.4694,1
4969,29.9621,32.4716,31.5483,6.0181,846.1166,35.9263,16.5969,1
4970,23.9881,32.1203,32.8405,11.0511,767.3894,31.1665,16.7232,1
4971,37.3981,22.2939,25.8443,14.4637,951.0901,41.2567,12.0148,1
4972,34.2806,36.0481,19.9094,9.7619,936.803,41.2312,18.6098,1
4973,24.9154,26.3166,31.3472,17.4208,780.5593,31.4419,14.2036,1
4974,37.318,25.824,25.8104,11.0476,951.9563,41.5889,13.5748,1
4975,35.3627,25.994,20.3508,18.2925,943.979,40.8859,14.0946,1
4976,39.9031,23.3292,30.3561,6.4117,969.3848,42.6427,12.0493,1
4977,16.2904,38.8165,24.7129,20.1802,698.899,27.1907,20.6191,0
4978,23.9557,33.3879,26.1284,16.528,787.7544,32.221,17.6856,1
4979,33.6609,23.6764,33.7366,8.9261,881.3898,37.4636,12.3738,1
4980,35.5355,32.9108,23.2736,8.2801,940.828,41.3688,16.9522,1
4981,22.4276,39.6021,30.338,7.6323,759.1323,31.1539,20.259,0
4982,24.1143,26.0588,34.5176,15.3093,760.906,30.3609,13.948,1
4983,37.1333,22.828,28.0123,12.0264,941.5432,40.8107,12.1356,1
4984,28.7563,22.4157,28.3745,20.4535,835.5383,34.3481,12.4351,1
4985,27.7882,25.8509,32.7777,13.5832,811.9451,33.3738,13.7404,1
4986,33.9136,29.3883,29.5116,7.1865,900.0798,38.8755,15.1253,1
4987,37.3336,18.7695,20.8169,23.08,963.6037,41.5238,10.7695,1
4988,30.6427,15.0902,29.4139,24.8533,852.3368,34.8304,9.0363,1
4989,36.3961,15.0626,26.0344,22.5069,934.3794,39.6731,8.8817,1
4990,38.6734,18.8928,34.939,7.4948,938.0473,40.5786,9.8961,1
4991,23.6524,34.5306,26.2394,15.5775,784.2023,32.1007,18.2,1
4992,38.0217,23.8762,28.5695,9.5326,951.5006,41.5231,12.5101,1
4993,24.6844,31.6585,34.5526,9.1045,770.7259,31.4052,16.3755,1
4994,17.0313,38.7165,30.3574,13.8948,691.177,26.9525,20.1919,0
4995,32.1508,24.1977,30.9501,12.7014,871.134,36.7634,12.8609,1
4996,38.7336,36.5524,17.2711,7.4429,1000.6325,45.0403,18.7228,1
4997,33.4262,30.0952,21.57,14.9086,918.165,39.6946,15.9421,1
4998,16.2727,39.1567,25.8712,18.6993,695.3737,27.0525,20.7003,0
4999,22.6655,35.7731,31.822,9.7394,755.7398,30.7058,18.4709,1
5000,19.5423,37.7127,23.8995,18.8455,741.4372,29.6546,19.9871,1
5001,25.9056,37.0585,25.1334,11.9025,816.9487,34.246,19.2434,1
5002,24.1271,33.2554,32.0034,10.614,772.2063,31.5142,17.2645,1
5003,32.3031,31.4968,22.7878,13.4122,901.1741,38.8247,16.5531,1
5004,35.6825,34.5794,23.3635,6.3747,943.231,41.6516,17.6722,1
5005,17.6591,37.9553,34.9435,9.4421,684.8862,26.7039,19.5442,1
5006,16.652,26.6572,33.5572,23.1336,670.8064,24.8898,14.7166,0
5007,23.1486,39.2928,24.8849,12.6736,784.3498,32.4313,20.4068,0
5008,23.3966,38.446,30.8441,7.3132,769.1489,31.6923,19.6618,1
5009,39.3802,16.8638,29.7672,13.9888,961.3833,41.6166,9.2712,1
5010,18.8654,37.96,19.5762,23.5984,746.0684,29.7726,20.3959,0
5011,25.0836,31.7746,24.9151,18.2267,804.6869,33.0706,16.9809,1
5012,30.6371,21.8523,23.7843,23.7263,872.5371,36.3581,12.3497,1
5013,18.249,26.122,33.8177,21.8113,689.7203,26.0082,14.3697,1
5014,29.8288,16.7174,30.0739,23.3799,840.9966,34.2984,9.7615,1
5015,28.7427,35.6739,25.8095,9.7739,849.6925,36.1553,18.4234,1
5016,39.5369,32.73,21.2389,6.4942,996.8599,44.6749,16.7546,1
5017,39.9122,23.4925,27.3136,9.2817,978.7077,43.0935,12.3032,1
5018,24.7603,16.5427,33.8338,24.8631,766.274,29.9008,9.7632,1
5019,35.2531,26.9028,21.232,16.6122,940.4186,40.7792,14.4481,1
5020,17.0882,38.7991,29.9488,14.164,693.1554,27.0621,20.2494,0
5021,27.0314,27.7765,30.1994,14.9927,811.1829,33.3714,14.7878,1
5022,39.1263,25.1132,26.699,9.0615,971.5384,42.7606,13.1003,1
5023,31.1506,17.8317,29.8081,21.2097,858.8738,35.4628,10.1884,1
5024,35.6036,21.5089,34.4039,8.4836,902.5877,38.6082,11.2635,1
5025,16.1718,37.5472,21.3502,24.9307,706.8709,27.4318,20.2694,0
5026,18.6827,28.5214,32.4166,20.3793,700.545,26.7979,15.4835,1
5027,27.3219,30.5369,30.1721,11.9692,816.2756,33.8996,15.9866,1
5028,36.4349,39.8,18.5976,5.1676,969.5433,43.4648,20.21,0
5029,36.2253,31.1958,23.3083,9.2706,948.4886,41.6996,16.1542,1
5030,35.3563,35.5011,23.9542,5.1885,937.8416,41.4223,18.0618,1
5031,34.3839,27.7111,19.3706,18.5344,935.5422,40.4681,14.9676,1
5032,21.3627,38.5762,25.6628,14.3983,759.3338,30.8863,20.152,0
5033,21.2796,27.9257,33.0486,17.7461,730.8127,28.6176,15.0276,1
5034,39.6097,37.5285,17.036,5.8258,1012.7778,45.8465,19.1138,1
5035,21.499,30.613,33.3776,14.5104,733.9112,29.0338,16.1771,1
5036,29.1128,22.5404,24.2182,24.1286,852.5256,35.2146,12.7179,1
5037,34.3992,17.4816,34.7843,13.3349,884.3778,37.1966,9.5409,1
5038,29.3346,23.0826,32.8853,14.6975,829.5678,34.2294,12.4231,1
5039,27.7535,26.0598,29.6637,16.5231,820.9577,33.8063,14.0213,1
5040,31.6047,31.6825,15.8333,20.8795,913.4001,39.288,17.094,1
5041,39.9945,23.3273,20.9398,15.7384,998.7752,44.0302,12.608,1
5042,29.3974,36.6008,25.1041,8.8977,860.4557,36.8535,18.8343,1
5043,35.4302,25.902,32.5144,6.1533,908.2857,39.2242,13.3202,1
5044,22.7649,33.6001,26.5336,17.1014,771.7604,31.2826,17.8261,1
5045,23.9928,37.6383,19.6298,18.7391,809.8403,33.6266,19.9435,1
5046,18.6763,39.8145,20.1869,21.3222,742.8006,29.7474,21.1866,0
5047,21.198,34.9066,25.2994,18.596,756.5303,30.4083,18.5691,1
5048,23.5369,27.8219,26.2934,22.3478,779.2419,31.2674,15.2518,1
5049,12.0729,34.0963,30.859,22.9718,625.3826,22.6058,18.4265,0
5050,35.4868,33.9164,16.4724,14.1245,961.1255,42.3946,17.8056,1
5051,37.2906,23.8534,26.4736,12.3823,948.6386,41.2584,12.6697,1
5052,27.7366,33.418,32.0784,6.7671,817.1813,34.2648,17.115,1
5053,18.9314,37.1291,30.2942,13.6453,714.3246,28.2309,19.3832,1
5054,35.8292,18.8865,33.2647,12.0195,907.5145,38.6507,10.1644,1
5055,30.8571,26.2711,20.0067,22.8651,888.8287,37.5403,14.5075,1
5056,21.6702,37.1231,33.2888,7.9178,739.5731,29.8925,19.0366,1
5057,26.0452,33.5171,22.1792,18.2585,825.7863,34.3762,17.8541,1
5058,26.3623,28.8371,26.3866,18.4141,814.7872,33.5133,15.5234,1
5059,33.8591,28.7778,24.7369,12.6261,913.4172,39.4353,15.1465,1
5060,25.5478,26.8357,29.3561,18.2603,794.6975,32.2584,14.5135,1
5061,23.4798,37.4045,19.0264,20.0893,805.1209,33.2955,19.9076,1
5062,34.9467,24.3804,30.8835,9.7893,906.3735,38.9177,12.7776,1
5063,37.4496,18.5,22.2943,21.7561,960.4876,41.3755,10.5553,1
5064,38.9925,23.6713,17.2659,20.0704,997.4438,43.8209,13.0399,1
5065,16.9888,31.4185,28.6562,22.9366,692.1004,26.3556,17.0854,1
5066,38.6308,20.24,30.6325,10.4967,951.1071,41.2972,10.7498,1
5067,28.5197,33.944,26.6803,10.856,843.4277,35.6736,17.6234,1
5068,34.6802,30.419,17.4405,17.4602,946.3907,41.2614,16.2571,1
5069,34.2557,22.6765,32.55,10.5178,891.8844,37.9717,11.9693,1
5070,29.9436,19.8687,25.9241,24.2636,856.4565,35.3133,11.3902,1
5071,36.2824,15.5106,34.4501,13.7568,907.9351,38.4578,8.5807,1
5072,19.4995,33.1114,33.9364,13.4527,708.4901,27.7108,17.3628,1
5073,25.5222,32.9615,32.2508,9.2656,788.7563,32.5075,17.0367,1
5074,26.2357,36.0177,16.8954,20.8512,845.2694,35.5357,19.2599,1
5075,36.0994,24.4478,24.2113,15.2415,940.8327,40.7352,13.1384,1
5076,25.0434,33.8989,24.2,16.8577,807.3916,33.3738,17.9609,1
5077,32.2994,26.5242,18.8756,22.3008,910.3781,38.8226,14.6001,1
5078,16.5867,37.8801,30.2561,15.277,685.5058,26.5369,19.8567,1
5079,26.1989,17.7557,31.2398,24.8056,792.6444,31.4907,10.3662,1
5080,38.7029,22.8314,26.5519,11.9138,965.5459,42.2084,12.1306,1
5081,24.6849,36.0063,34.0716,5.2371,774.35,31.9512,18.3174,1
5082,27.4877,29.1247,27.0634,16.3242,826.9682,34.3055,15.5418,1
5083,32.0075,22.2044,25.5596,20.2285,884.5175,37.1899,12.3159,1
5084,20.3934,30.1788,29.9122,19.5156,730.2699,28.6309,16.2603,1
5085,37.9073,20.8644,27.4407,13.7877,951.951,41.2629,11.2594,1
5086,28.1529,32.629,24.0269,15.1912,846.1454,35.6217,17.226,1
5087,33.2341,18.2427,28.9658,19.5574,887.6508,37.2094,10.2948,1
5088,27.1616,37.9188,21.7633,13.1562,843.1899,35.767,19.7488,1
5089,38.1894,30.5306,22.5339,8.7462,975.0313,43.2276,15.7901,1
5090,34.6871,34.6556,19.9854,10.6719,940.9601,41.3763,17.9681,1
5091,37.6162,19.2848,21.1061,21.9929,966.5271,41.7548,10.962,1
5092,39.4629,16.7308,29.2322,14.5741,963.9554,41.7397,9.2398,1
5093,30.4914,29.6679,20.529,19.3118,884.3891,37.5628,15.9926,1
5094,21.014,28.9348,30.3951,19.6561,735.9573,28.8982,15.6468,1
5095,12.4956,33.594,30.5491,23.3613,631.3444,22.9151,18.1987,0
5096,23.335,38.152,26.8403,11.6726,780.2426,32.1737,19.7764,1
5097,25.8207,18.8478,33.2314,22.1001,782.4877,31.0446,10.7499,1
5098,31.606,27.2233,32.919,8.2517,859.9291,36.4064,14.1068,1
5099,36.9759,27.2452,28.7505,7.0284,939.5702,41.0736,14.0443,1
5100,19.0471,30.2808,29.4608,21.2113,714.8467,27.6822,16.4131,1
5101,26.6654,33.6951,24.1994,15.4401,827.5667,34.5842,17.774,1
5102,39.4349,27.5698,19.4845,13.5108,998.2677,44.2754,14.5955,1
5103,32.3858,17.8634,24.8884,24.8623,889.089,37.0938,10.4234,1
5104,30.6106,29.4972,29.6685,10.2237,858.3757,36.3552,15.362,1
5105,34.4247,22.3483,27.0424,16.1845,910.3557,38.8352,12.1452,1
5106,32.7157,30.2974,24.6936,12.2933,900.0137,38.7395,15.8863,1
5107,30.5051,22.5815,30.6247,16.2888,850.7302,35.3804,12.2681,1
5108,38.6563,21.6838,17.5864,22.0736,991.2862,43.3019,12.1663,1
5109,28.0164,19.093,30.7727,22.1178,817.4331,33.0845,10.8736,1
5110,33.0708,27.8402,33.2989,5.7901,877.4087,37.5344,14.2675,1
5111,30.444,33.4871,20.0955,15.9733,887.0075,38.0077,17.702,1
5112,38.6398,18.2721,23.9941,19.094,970.1509,42.017,10.2817,1
5113,26.3375,32.4633,22.6816,18.5176,827.4057,34.412,17.3427,1
5114,22.4408,37.2917,22.3602,17.9073,782.0752,32.0267,19.7203,1
5115,24.1823,27.7959,24.1839,23.8378,793.6247,32.0503,15.3282,1
5116,33.6771,15.4113,30.0051,20.9065,888.654,37.0891,8.96,1
5117,12.7766,39.0308,23.4917,24.7008,658.7477,24.7148,20.9975,0
5118,29.6252,24.6611,32.1197,13.594,836.2866,34.7311,13.1462,1
5119,37.4942,25.4466,24.6968,12.3624,957.3101,41.8371,13.465,1
5120,17.0082,34.4791,27.8767,20.6361,696.2116,26.8162,18.4777,1
5121,23.1897,28.1742,34.7671,13.869,749.6569,29.8559,14.9192,1
5122,24.0694,36.7826,29.7678,9.3802,779.955,32.1713,18.9541,1
5123,33.7003,23.6249,26.2326,16.4422,904.3689,38.5384,12.799,1
5124,19.6743,39.7561,31.9407,8.6289,719.9843,28.8539,20.3958,0
5125,31.659,29.1196,17.0652,22.1562,909.1021,38.8749,15.8892,1
5126,36.2335,24.1921,16.432,23.1424,965.719,41.8981,13.4846,1
5127,24.9961,39.8168,17.7233,17.4638,829.1903,34.8957,20.9562,0
5128,32.8048,27.0058,22.776,17.4133,905.2355,38.7137,14.5477,1
5129,21.09,30.1008,32.4433,16.3659,731.3456,28.7974,16.0323,1
5130,26.1027,27.7432,32.697,13.4572,792.0645,32.3122,14.679,1
5131,22.6786,39.8075,22.0638,15.4502,787.195,32.5256,20.8307,0
5132,33.2408,19.0346,30.1765,17.5481,884.4974,37.1321,10.5702,1
5133,38.7174,15.3941,33.0969,12.7916,942.3733,40.485,8.4646,1
5134,38.8767,24.0231,24.6185,12.4817,974.1151,42.7423,12.7605,1
5135,39.5954,31.8776,21.5092,7.0178,996.3537,44.5878,16.3599,1
5136,26.8541,39.0394,26.8493,7.2572,824.6476,34.9445,19.9551,1
5137,27.2805,35.876,24.0025,12.841,836.9362,35.3192,18.7085,1
5138,27.1004,23.1309,27.5289,22.2398,817.7344,33.2867,12.8998,1
5139,31.4233,15.3877,31.9246,21.2644,854.7114,35.1049,8.9697,1
5140,35.1182,27.1542,28.9697,8.7579,915.6456,39.621,14.1026,1
5141,32.411,29.2778,22.8909,15.4204,901.1037,38.6482,15.5641,1
5142,20.3245,33.98,27.4479,18.2476,738.7025,29.3417,18.0848,1
5143,36.1203,18.784,28.1554,16.9403,926.4294,39.5759,10.4084,1
5144,38.1792,18.795,32.7807,10.2451,938.2949,40.4943,10.0122,1
5145,13.2992,36.6714,25.4433,24.5861,658.2454,24.5792,19.8109,0
5146,33.4279,32.2487,26.1968,8.1266,905.3829,39.285,16.612,1
5147,23.5271,37.9727,25.9595,12.5407,785.1964,32.4233,19.7388,1
5148,38.4915,22.174,26.4726,12.8618,962.8135,41.9866,11.8587,1
5149,35.2904,16.5983,24.9068,23.2044,924.7088,39.1596,9.6914,1
5150,35.0582,19.5105,32.5541,12.8772,900.3204,38.2328,10.5279,1
5151,31.9941,17.0665,31.8124,19.127,863.022,35.7391,9.6809,1
5152,36.1765,32.6661,21.9912,9.1663,952.5656,42.0086,16.883,1
5153,27.6898,32.6612,22.1473,17.5016,846.0116,35.5364,17.3807,1
5154,36.5075,24.2767,27.132,12.0838,937.0862,40.6177,12.8634,1
5155,21.5059,32.8812,21.3001,24.3127,771.3642,30.9794,17.8994,1
5156,14.4371,35.5333,29.0001,21.0294,661.2305,24.8209,19.0284,0
5157,10.1888,38.0614,33.3523,18.3975,596.3342,21.2609,20.1345,0
5158,32.8061,25.1691,27.1227,14.9022,891.2922,37.904,13.4787,1
5159,29.9547,30.5407,24.0879,15.4168,867.4402,36.7527,16.1953,1
5160,27.313,22.3552,26.7631,23.5686,822.3013,33.4702,12.5917,1
5161,23.8986,31.1754,26.4517,18.4743,784.9645,31.889,16.6962,1
